Age,Annual_Income,Credit_Score,Loan_Amount,Loan_Term_Months,Employment_Years,Existing_Loans,Dependents,Savings,Property_Value,Self_Employed,Education,Marital_Status,Loan_Status
43,33767,463,358343,48,4,2,3,175241,919439,Yes,Graduate,Married,Rejected
57,92002,827,149677,48,0,5,5,200822,232776,No,Graduate,Married,Rejected
28,51028,468,377676,48,29,2,2,103853,799941,Yes,High School,Single,Rejected
33,67953,320,406633,36,25,0,0,70275,892189,No,Graduate,Married,Rejected
28,77965,839,210244,84,22,4,1,45522,293927,No,High School,Married,Rejected
43,123394,696,15573,72,29,4,3,259552,301562,Yes,Graduate,Single,Approved
63,89776,335,82769,12,14,4,0,294895,977996,Yes,Graduate,Single,Rejected
21,51459,794,294854,24,6,4,1,235423,738688,No,Graduate,Married,Rejected
65,110932,613,400118,12,15,3,4,181491,378479,No,Graduate,Single,Rejected
44,102331,789,247160,72,25,4,1,273535,726719,Yes,High School,Married,Rejected
55,44689,575,115150,36,11,4,1,47951,908585,Yes,High School,Married,Rejected
44,100446,532,139675,12,18,3,0,265185,649932,Yes,Postgraduate,Married,Rejected
37,87982,735,227666,48,14,2,0,154243,301602,No,High School,Married,Rejected
25,23346,305,354516,60,26,1,5,262378,30708,No,High School,Married,Rejected
40,65179,834,249726,48,2,4,3,147547,862816,No,High School,Single,Rejected
41,134773,543,341116,24,19,1,3,108450,947829,No,High School,Married,Rejected
60,60517,540,113607,48,20,5,4,234586,976941,No,Graduate,Married,Rejected
51,89678,572,467800,60,20,0,0,18773,110558,No,Graduate,Single,Rejected
56,101606,374,218796,36,4,1,5,16464,836881,No,High School,Married,Rejected
31,132491,582,226035,12,14,0,0,91770,891982,Yes,Graduate,Married,Rejected
35,92623,834,259883,48,21,1,1,256713,678073,No,Graduate,Married,Approved
39,109288,386,399976,72,16,4,1,166064,559205,No,High School,Married,Rejected
27,101171,448,362641,12,15,5,5,134016,805326,No,Graduate,Married,Rejected
48,78916,449,371753,24,15,1,4,56963,53439,No,High School,Single,Rejected
63,107754,459,294836,84,22,2,1,219410,25965,No,Graduate,Married,Rejected
25,117409,745,389830,72,11,5,1,259405,975239,No,Postgraduate,Single,Rejected
25,68575,381,150164,72,3,1,3,161364,383466,No,Postgraduate,Married,Rejected
50,128501,306,111520,12,28,0,4,75253,47390,No,Graduate,Single,Rejected
52,65039,481,379654,24,4,2,3,241153,59917,No,High School,Single,Rejected
28,69955,825,91315,24,23,5,5,277152,874388,No,Graduate,Married,Approved
30,100260,777,338024,72,28,1,4,141412,883014,No,Postgraduate,Married,Rejected
58,75871,482,144337,48,7,0,3,64966,823971,Yes,Graduate,Single,Rejected
52,80678,613,51195,72,11,5,3,10178,547438,No,High School,Single,Rejected
48,140773,473,263199,72,4,0,4,101505,258982,No,High School,Married,Rejected
37,51351,313,282060,72,10,4,1,225837,579737,No,Graduate,Married,Rejected
51,80693,599,438865,60,28,0,2,179073,587939,No,Graduate,Married,Rejected
28,51433,372,148334,12,18,5,0,139913,262350,No,High School,Married,Rejected
60,94797,813,455350,24,9,2,4,283422,71587,No,High School,Single,Rejected
45,99015,642,180194,24,23,3,2,48507,112873,No,Graduate,Married,Rejected
29,35804,695,18873,24,17,0,3,214096,533819,No,Graduate,Married,Approved
22,112781,632,232187,36,11,2,5,118429,151036,Yes,High School,Married,Rejected
35,65101,654,314155,72,8,5,1,161955,20761,No,Graduate,Single,Rejected
23,80115,462,271331,12,21,3,3,30941,370283,Yes,Postgraduate,Single,Rejected
56,98363,415,474863,12,9,1,4,266315,100640,No,Graduate,Married,Rejected
24,138870,702,343666,24,19,0,2,139611,46847,No,Postgraduate,Married,Rejected
34,149826,378,104714,12,19,4,3,87108,401902,Yes,High School,Married,Rejected
61,127904,746,131366,12,18,1,1,253895,68447,No,Graduate,Single,Approved
61,64700,307,429763,36,26,4,5,215514,493967,No,Graduate,Single,Rejected
45,134952,322,41380,24,20,2,4,205873,819072,No,Graduate,Married,Rejected
30,97576,842,28723,12,5,2,4,79198,398272,Yes,Graduate,Married,Approved
41,39477,713,206388,60,9,5,3,131114,275308,No,High School,Married,Rejected
56,36127,708,107771,24,18,3,1,41665,788863,No,Graduate,Married,Rejected
32,106718,321,133497,12,8,4,4,294970,967613,No,Postgraduate,Single,Rejected
47,46049,702,370803,36,29,2,4,282318,109780,No,Postgraduate,Married,Rejected
60,110063,456,227249,72,15,5,3,292561,873742,Yes,High School,Married,Rejected
22,149255,629,18460,60,7,4,2,288846,630299,No,Postgraduate,Single,Rejected
33,32473,321,102055,48,11,2,0,143840,438259,No,Graduate,Married,Rejected
52,102245,771,287523,48,21,4,1,201065,934050,No,Graduate,Married,Rejected
51,119510,563,454236,72,4,5,5,88958,458757,No,Postgraduate,Single,Rejected
36,81836,602,49718,60,10,3,5,1497,529030,No,High School,Single,Rejected
52,62464,764,144874,48,18,1,4,229512,87707,Yes,Postgraduate,Single,Rejected
52,33714,463,405861,84,2,0,4,245763,404401,No,Postgraduate,Single,Rejected
54,80878,435,435199,60,23,2,4,46442,968145,Yes,Postgraduate,Married,Rejected
31,54208,551,400054,84,21,5,2,3228,98039,Yes,Graduate,Married,Rejected
30,117481,504,174488,72,25,5,5,227113,139748,No,High School,Married,Rejected
35,107104,601,339364,84,30,5,0,172898,47396,No,Graduate,Married,Rejected
37,94683,541,424887,72,14,5,3,154518,90118,No,Postgraduate,Single,Rejected
60,101803,360,329993,12,29,5,1,273988,902964,No,Graduate,Married,Rejected
38,61514,764,208552,48,26,4,2,45845,680869,Yes,High School,Married,Rejected
29,116988,601,61447,48,21,2,4,170230,61672,No,Postgraduate,Married,Approved
45,25136,771,188797,60,19,2,5,248637,783528,No,High School,Married,Rejected
60,118115,693,307526,12,2,0,5,162065,889070,No,Postgraduate,Married,Rejected
34,51516,558,354763,12,30,3,5,136112,56667,No,High School,Married,Rejected
45,96982,841,308097,24,21,0,0,75253,629800,Yes,High School,Married,Rejected
42,83878,829,290680,24,0,1,0,48202,776549,No,Postgraduate,Married,Rejected
50,65099,486,11182,12,10,1,0,120769,57786,No,High School,Married,Rejected
40,110060,511,464224,72,12,1,3,280055,924920,No,Graduate,Married,Rejected
41,33188,334,161804,72,4,1,1,144567,420748,No,Graduate,Married,Rejected
64,124123,446,369867,72,6,1,4,26257,493579,No,Graduate,Single,Rejected
52,126373,581,111547,60,30,4,2,55733,369817,No,High School,Married,Rejected
41,131073,846,372539,36,0,2,2,67930,171982,No,Graduate,Single,Rejected
55,71188,548,21284,36,12,4,5,37504,594130,Yes,Graduate,Married,Rejected
52,144166,356,277519,24,30,4,2,190487,387253,No,Postgraduate,Married,Rejected
50,144077,604,63771,48,9,0,2,197500,21226,No,Graduate,Married,Approved
59,25560,821,53709,36,30,0,4,166482,713975,No,High School,Married,Rejected
32,131157,660,201131,48,27,4,1,121372,897453,No,Graduate,Married,Rejected
61,128763,536,424615,48,19,1,4,148278,526497,No,Graduate,Single,Rejected
38,56397,533,191884,84,17,3,2,182377,147934,Yes,Graduate,Married,Rejected
41,97193,522,156911,72,12,2,1,11500,366193,No,High School,Single,Rejected
33,143651,626,453147,72,0,1,3,107450,668780,Yes,Postgraduate,Married,Rejected
41,58082,397,28788,72,16,0,1,140496,873911,No,Postgraduate,Single,Rejected
28,104376,525,119755,12,11,4,3,287602,774480,No,High School,Single,Rejected
60,61430,788,148078,36,22,5,4,39123,881848,No,Graduate,Single,Rejected
27,70522,777,407581,36,5,5,3,243784,958498,No,Postgraduate,Married,Rejected
43,60397,633,320872,48,6,0,3,169874,332304,No,High School,Married,Rejected
64,96860,811,461094,48,0,2,1,125827,920992,No,Graduate,Married,Rejected
52,149189,681,273200,72,30,4,5,270351,411702,No,High School,Married,Rejected
31,45247,722,443492,12,9,3,4,209848,824033,No,Postgraduate,Single,Rejected
42,103094,647,128140,72,27,4,1,109200,11921,No,Graduate,Married,Rejected
42,134798,452,64657,60,2,0,0,10438,496289,No,Postgraduate,Single,Rejected
63,39943,751,475474,36,6,1,3,284830,473825,Yes,High School,Single,Rejected
45,59460,589,153132,72,9,0,1,49211,465752,No,Graduate,Married,Rejected
42,61986,418,12223,72,9,2,4,115859,444805,Yes,High School,Married,Rejected
48,64514,513,36573,36,8,3,1,169079,250869,No,High School,Single,Rejected
49,100908,738,371999,12,5,5,0,225218,74217,Yes,Postgraduate,Single,Rejected
33,72385,746,363868,12,23,2,3,83058,462193,No,Graduate,Married,Rejected
38,32631,341,287467,84,8,2,0,201342,984253,Yes,Postgraduate,Married,Rejected
22,87008,694,134785,60,22,1,0,225493,315331,No,Graduate,Married,Rejected
49,46955,546,484474,48,8,0,3,260655,574973,No,Postgraduate,Single,Rejected
41,67367,590,473879,36,26,1,5,159207,514149,No,High School,Single,Rejected
35,50802,547,355721,48,9,1,0,98225,235964,Yes,High School,Married,Rejected
47,90408,748,342064,36,28,4,3,78273,71285,No,Graduate,Married,Rejected
51,113083,383,48582,84,3,0,3,99535,869822,Yes,High School,Single,Rejected
35,63341,520,215352,12,24,5,2,60284,166805,No,High School,Married,Rejected
43,33691,350,333345,72,15,4,4,7553,2963,No,Graduate,Married,Rejected
44,129786,849,166629,84,24,5,5,219163,946392,No,High School,Single,Approved
64,24753,486,222854,12,1,0,1,136519,458377,No,Postgraduate,Single,Rejected
33,21833,824,14793,84,10,1,1,253750,241206,Yes,Postgraduate,Single,Approved
42,124232,522,274596,12,8,3,4,278692,614864,No,Graduate,Married,Rejected
63,28645,764,60749,84,2,4,0,218685,474319,Yes,High School,Married,Rejected
57,125120,718,463939,60,26,0,4,283405,225207,Yes,Graduate,Single,Rejected
53,135428,386,325192,84,6,4,5,171962,396514,No,High School,Married,Rejected
23,115977,558,295087,36,12,0,3,208623,874560,No,Graduate,Married,Rejected
39,60024,480,438674,84,26,4,3,57681,520819,No,Postgraduate,Married,Rejected
43,137068,610,460347,12,12,3,1,59650,231763,No,Graduate,Single,Rejected
49,128853,472,65797,72,27,0,2,77708,338780,Yes,Postgraduate,Married,Rejected
50,100598,621,162014,84,18,3,0,238345,360206,No,Graduate,Single,Rejected
59,29635,639,294369,60,27,5,4,98978,725457,No,Graduate,Single,Rejected
64,40064,795,45158,48,10,3,3,73482,428955,Yes,Graduate,Married,Rejected
45,29940,544,480470,60,28,5,3,93153,579983,Yes,Graduate,Married,Rejected
57,55169,804,388432,60,4,3,2,139839,502991,No,High School,Single,Rejected
28,98647,628,356679,24,15,4,3,129679,442811,Yes,High School,Married,Rejected
62,129667,495,198249,48,27,2,4,219255,16824,No,High School,Married,Rejected
36,65200,361,250350,24,1,1,1,187297,713802,No,Graduate,Married,Rejected
28,76329,324,212184,72,9,2,1,32266,229902,No,Postgraduate,Married,Rejected
21,71158,677,183530,84,9,2,0,81068,706353,No,Postgraduate,Married,Rejected
64,49739,594,283883,36,18,4,5,164032,55444,No,Postgraduate,Married,Rejected
25,128282,351,56074,60,25,2,4,270244,67631,Yes,High School,Married,Rejected
23,37793,339,402543,60,19,2,3,54134,739565,Yes,Postgraduate,Married,Rejected
21,103682,756,270482,84,25,4,3,218830,653726,No,Postgraduate,Single,Rejected
24,53677,301,399011,60,27,1,4,213059,654692,No,Graduate,Single,Rejected
60,86296,768,349253,60,27,1,5,168352,662463,Yes,Graduate,Single,Rejected
55,43022,405,82871,24,5,2,1,264427,390330,No,Graduate,Single,Rejected
52,91148,515,323747,36,26,1,3,13659,27871,Yes,Graduate,Married,Rejected
62,121544,713,439989,24,21,4,3,254540,446541,No,Graduate,Single,Rejected
54,47265,509,346951,60,15,3,4,29257,717349,No,High School,Single,Rejected
63,20530,357,245978,36,12,0,0,71119,442070,Yes,Graduate,Single,Rejected
45,29551,342,53129,48,18,4,4,215090,251375,No,Graduate,Single,Rejected
30,48394,437,265843,24,2,1,3,14501,739492,No,High School,Single,Rejected
41,62987,788,343122,84,8,2,4,289547,362893,No,Graduate,Married,Rejected
59,68984,768,391703,12,9,5,4,294875,524349,No,Graduate,Married,Rejected
47,88096,688,433042,48,15,1,0,116069,166597,No,Postgraduate,Married,Rejected
47,104097,497,132234,48,17,5,1,2035,193582,Yes,Graduate,Single,Rejected
22,90639,501,109374,60,3,2,4,90687,772090,No,High School,Single,Rejected
61,44090,491,386225,60,20,0,4,81833,503755,No,Postgraduate,Single,Rejected
33,103457,406,118308,48,23,3,5,47905,135807,No,High School,Married,Rejected
29,127769,626,424012,84,23,3,5,6139,729157,No,Graduate,Married,Rejected
56,22781,656,178659,84,21,4,0,159840,715558,Yes,Graduate,Single,Rejected
42,37330,800,330022,24,15,0,5,207697,371526,No,High School,Married,Rejected
62,25257,583,433364,36,17,4,3,205299,655187,Yes,Graduate,Single,Rejected
46,78642,767,166944,24,25,5,2,107287,478064,No,High School,Married,Rejected
32,74249,807,162047,24,30,5,2,126345,87376,No,Graduate,Single,Rejected
37,71663,405,173891,48,28,0,5,221674,806432,No,Graduate,Married,Rejected
34,54956,593,343035,24,9,0,3,72728,32562,No,Graduate,Single,Rejected
34,124367,365,233418,84,0,3,5,159675,392236,No,Graduate,Single,Rejected
54,35615,494,155165,36,22,0,3,84110,190497,No,Graduate,Married,Rejected
40,20881,487,235655,84,9,0,3,85922,290862,No,High School,Single,Rejected
31,21847,346,382384,48,16,1,1,187181,926699,No,Graduate,Single,Rejected
36,124903,661,427580,24,26,0,5,82646,374476,Yes,Postgraduate,Married,Rejected
51,71127,836,224323,60,18,3,1,249353,430116,Yes,High School,Single,Rejected
26,141265,786,31662,72,15,3,0,64889,630644,Yes,Postgraduate,Single,Approved
39,107646,545,410302,24,24,3,3,50813,686820,No,High School,Single,Rejected
57,147148,477,492903,72,5,2,4,278555,606338,No,Graduate,Single,Rejected
24,57336,414,442149,84,7,4,3,7110,437699,Yes,Graduate,Married,Rejected
24,101850,464,200910,72,29,0,5,149161,494412,No,Graduate,Married,Rejected
40,115654,518,306784,72,15,2,3,280831,231177,No,Postgraduate,Single,Rejected
30,59931,496,186377,48,11,3,4,156718,27284,No,Graduate,Single,Rejected
44,63924,700,175759,48,8,3,0,149019,917970,No,Graduate,Single,Rejected
55,42966,375,299513,72,15,3,3,244031,579541,No,Graduate,Single,Rejected
46,64023,725,336838,60,6,0,4,115162,606279,No,High School,Married,Rejected
57,31320,586,104258,48,7,2,2,128519,191605,Yes,Postgraduate,Married,Rejected
58,77841,844,347112,84,19,2,2,174619,670006,No,Graduate,Married,Rejected
41,85125,598,84259,72,4,1,4,113622,138477,No,Graduate,Single,Rejected
60,87752,593,114073,72,28,4,3,212408,929602,No,High School,Married,Rejected
59,111100,746,420165,12,22,3,1,237575,939583,No,Graduate,Single,Rejected
41,124005,713,229972,84,8,5,1,140691,6865,No,Postgraduate,Single,Rejected
30,109937,730,306780,48,7,1,3,64256,524545,No,High School,Single,Rejected
58,137296,529,444904,24,22,0,4,256211,48416,No,Graduate,Single,Rejected
24,145355,395,494238,36,19,1,0,19738,896550,No,High School,Single,Rejected
65,81858,738,491396,24,15,3,1,51094,539200,No,Graduate,Married,Rejected
40,78714,470,447304,48,10,1,2,275016,548032,No,Graduate,Married,Rejected
37,31780,616,463987,72,0,3,0,165823,50491,Yes,Postgraduate,Married,Rejected
27,96230,843,430851,84,16,1,2,206557,185360,No,Graduate,Single,Rejected
24,90345,790,361007,12,11,3,3,217182,18252,No,High School,Married,Rejected
49,141033,687,311747,24,4,2,0,231128,111712,No,High School,Single,Rejected
34,102098,371,382940,36,13,1,5,124215,129114,Yes,Graduate,Single,Rejected
23,132696,831,285324,72,6,2,5,94082,144697,No,Postgraduate,Married,Rejected
44,117977,538,499993,24,26,4,5,267826,428958,No,Graduate,Married,Rejected
57,126075,388,75821,60,27,4,3,140292,13317,No,Graduate,Married,Rejected
36,142659,834,176235,12,23,4,1,253594,650622,No,High School,Married,Approved
24,21929,453,178422,48,6,1,3,85806,5682,No,Graduate,Married,Rejected
44,115153,489,479012,84,3,4,5,95721,275377,No,Postgraduate,Married,Rejected
54,132610,714,436513,24,14,2,1,70128,533186,Yes,Graduate,Married,Rejected
50,137236,453,212931,24,26,2,1,195162,554076,No,Postgraduate,Married,Rejected
38,139522,638,285739,84,29,5,4,125315,283447,No,Graduate,Single,Rejected
39,34244,816,329837,24,6,5,3,83322,849034,No,Graduate,Married,Rejected
51,118415,334,214777,24,21,5,0,276963,585945,No,Postgraduate,Single,Rejected
39,129715,825,368089,36,23,4,5,28721,45923,No,High School,Married,Rejected
39,142636,836,24612,60,8,4,5,41414,795654,Yes,Postgraduate,Married,Approved
42,135402,517,331649,72,0,0,0,190328,930814,No,High School,Single,Rejected
44,144281,553,431910,60,1,0,4,164377,129057,No,Postgraduate,Married,Rejected
65,31116,502,404038,12,7,1,3,292425,61318,No,High School,Married,Rejected
32,107954,400,417521,12,30,0,4,32942,200833,Yes,Postgraduate,Married,Rejected
50,101243,660,180477,36,6,2,1,87818,500386,No,Graduate,Single,Rejected
58,103301,477,379001,84,22,2,3,39250,532176,No,Postgraduate,Married,Rejected
51,55895,575,365157,84,2,1,0,297514,961827,No,High School,Single,Rejected
56,98636,611,459598,60,6,1,5,46632,184296,No,High School,Single,Rejected
39,43867,709,216834,12,19,3,5,189625,116122,Yes,Postgraduate,Married,Rejected
65,129507,587,290863,48,25,0,5,77814,760427,No,High School,Married,Rejected
56,21208,824,324608,60,15,3,1,93538,518809,No,Graduate,Single,Rejected
50,64085,700,186189,24,25,4,4,30069,868165,No,Graduate,Single,Rejected
53,85572,516,261001,60,1,5,4,23005,114247,No,Graduate,Single,Rejected
38,85234,769,238589,48,0,5,4,162040,378639,No,High School,Single,Rejected
48,103748,326,139791,24,7,2,5,82010,236806,No,Graduate,Married,Rejected
31,31252,721,90833,60,4,1,3,32004,903815,No,High School,Married,Rejected
65,105261,313,345606,24,9,4,4,136058,739450,No,Postgraduate,Married,Rejected
53,27006,800,66168,24,3,3,1,166079,181248,Yes,Graduate,Married,Rejected
37,133371,624,102786,36,29,4,5,107515,870864,No,Graduate,Married,Approved
26,109595,623,181501,48,8,4,5,217923,89819,No,High School,Single,Rejected
24,90883,584,450547,36,13,1,3,128941,239989,No,Graduate,Married,Rejected
40,52171,388,434354,60,28,0,3,264539,767561,No,Graduate,Single,Rejected
47,48517,344,131384,84,20,1,5,203110,680533,No,Graduate,Single,Rejected
35,44274,797,429047,72,9,1,1,38998,763367,No,Graduate,Married,Rejected
26,53577,797,315677,84,17,0,5,62750,327711,No,Graduate,Married,Rejected
34,47648,444,459601,84,24,0,0,141988,223515,Yes,High School,Married,Rejected
31,89654,817,101755,24,25,1,3,188428,4147,No,High School,Single,Approved
59,37910,381,355882,60,22,0,1,165624,70246,No,Postgraduate,Single,Rejected
29,146399,466,223898,60,8,2,3,189209,490257,Yes,Graduate,Single,Rejected
46,98619,404,146187,72,4,4,0,160602,580438,No,Graduate,Married,Rejected
36,69647,787,288666,36,22,4,0,35713,171367,No,Postgraduate,Married,Rejected
25,98723,609,459376,60,7,3,2,23817,865884,No,Postgraduate,Single,Rejected
30,20424,381,237467,48,11,1,3,121031,784021,No,High School,Single,Rejected
23,71899,393,14968,24,19,4,3,176856,616813,No,High School,Married,Rejected
33,46641,620,320952,12,23,4,1,69848,884969,Yes,Graduate,Single,Rejected
63,54750,642,123265,72,22,4,1,285415,724401,No,Graduate,Married,Rejected
50,136156,660,27681,48,18,0,2,291013,268534,No,Graduate,Married,Approved
65,142416,365,235914,84,13,0,1,148769,323981,No,High School,Married,Rejected
26,101454,728,24251,12,10,4,0,106595,907384,Yes,High School,Married,Approved
37,43154,700,303461,72,10,2,4,277309,129193,No,High School,Single,Rejected
65,68166,470,60679,12,23,0,3,66917,227536,Yes,Postgraduate,Single,Rejected
39,31992,367,435760,36,3,4,5,153831,600261,Yes,Graduate,Married,Rejected
62,54001,791,458829,12,17,3,2,200935,567398,No,Graduate,Married,Rejected
55,128293,333,447546,24,30,4,5,124996,7027,No,High School,Single,Rejected
